Customer_ID,Age,Gender,Marital_Status,Education_Level,Employment_Type,Annual_Income,Region,Credit_Score,Existing_Loans_Count,Dependents,Account_Balance,Loan_ID,Loan_Purpose,Loan_Amount,Loan_Term_Months,Interest_Rate,Debt_to_Income_Ratio_%,Application_Date,Approval_Date,Loan_Status,Default_Risk_Flag,Approval_Days,Loan_to_Income_Ratio,Loan_to_Income_Exposure_%,Application_Year,Application_Month,Application_Month_Name,Approval_Year,Loan_Size_Category,Credit_Score_Category,Loan_Exposure_Category
CUST1913,45,Male,Divorced,PhD,Unemployed,96422,North,339,1,4,14406,LOAN1913,Home Loan,251296,84,8.12,260.62,2019-05-06,2019-05-21,Default,1,15,2.606210200991475,260.6210200991475,2019,5,May,2019,Medium,Poor,Moderate
CUST1914,28,Male,Single,High School,Self-Employed,115489,North,574,1,1,450732,LOAN1914,Car Loan,922200,36,13.49,798.52,2021-03-06,2021-03-13,Default,1,7,7.985176077375335,798.5176077375335,2021,3,March,2021,Large,Poor,Very High
CUST1915,50,Male,Divorced,Bachelor,Salaried,66109,West,371,2,0,252321,LOAN1915,Education Loan,1088358,120,10.54,1646.31,2021-01-16,2021-01-21,Default,1,5,16.463083695109592,1646.3083695109592,2021,1,January,2021,Very Large,Poor,Extreme
CUST1916,61,Female,Divorced,Bachelor,Salaried,49766,North,454,1,1,283905,LOAN1916,Car Loan,1060045,36,14.61,2130.06,2018-10-20,2018-11-02,Default,1,13,21.300586745971145,2130.0586745971145,2018,10,October,2018,Very Large,Poor,Extreme
CUST1917,22,Female,Divorced,Bachelor,Business,180860,South,429,5,4,419246,LOAN1917,Business Loan,846549,24,7.16,468.07,2022-10-01,2022-10-15,Default,1,14,4.680686719009178,468.0686719009178,2022,10,October,2022,Large,Poor,High
CUST1918,65,Male,Married,PhD,Business,132115,East,318,4,0,265450,LOAN1918,Home Loan,246078,84,5.12,186.26,2020-04-19,2020-04-24,Default,1,5,1.8626045490671006,186.26045490671007,2020,4,April,2020,Small,Poor,Moderate
CUST1919,36,Female,Divorced,Master,Unemployed,26076,West,791,1,0,29779,LOAN1919,Personal Loan,750550,60,10.47,2878.32,2019-08-01,2019-08-06,Default,1,5,28.78317226568492,2878.317226568492,2019,8,August,2019,Large,Very Good,Extreme
CUST1920,52,Female,Married,Bachelor,Self-Employed,91042,South,323,2,4,157612,LOAN1920,Business Loan,422960,120,12.02,464.58,2019-01-16,2019-01-29,Default,1,13,4.645767887348696,464.5767887348696,2019,1,January,2019,Medium,Poor,High
CUST1921,47,Female,Single,Master,Salaried,80754,South,378,1,2,302935,LOAN1921,Personal Loan,931547,60,12.02,1153.56,2018-04-29,2018-05-07,Default,1,8,11.535614334893628,1153.5614334893628,2018,4,April,2018,Large,Poor,Extreme
CUST1922,54,Female,Divorced,Bachelor,Unemployed,76180,North,741,4,4,78025,LOAN1922,Business Loan,1242146,48,14.98,1630.54,2019-09-12,2019-09-17,Default,1,5,16.3054082436335,1630.54082436335,2019,9,September,2019,Very Large,Very Good,Extreme
CUST1923,32,Male,Single,PhD,Salaried,180778,Central,470,5,1,96948,LOAN1923,Business Loan,1397472,48,8.76,773.03,2021-03-11,2021-03-26,Default,1,15,7.730321167398688,773.0321167398688,2021,3,March,2021,Very Large,Poor,Very High
CUST1924,36,Female,Divorced,PhD,Business,84977,East,406,2,4,344613,LOAN1924,Education Loan,835785,12,5.11,983.54,2021-06-02,2021-06-12,Default,1,10,9.835426056462337,983.5426056462337,2021,6,June,2021,Large,Poor,Very High
CUST1925,25,Male,Single,High School,Self-Employed,186511,East,677,0,2,131553,LOAN1925,Education Loan,548005,24,11.5,293.82,2021-06-02,2021-06-15,Default,1,13,2.9381913131128994,293.81913131128994,2021,6,June,2021,Large,Good,Moderate
CUST1926,36,Female,Single,High School,Salaried,73174,West,665,4,3,179074,LOAN1926,Home Loan,55607,120,12.27,75.99,2020-10-08,2020-10-12,Default,1,4,0.7599283898652527,75.99283898652527,2020,10,October,2020,Small,Fair,Low
CUST1927,31,Male,Divorced,PhD,Self-Employed,147967,South,404,1,3,327171,LOAN1927,Business Loan,545846,24,12.87,368.9,2021-05-01,2021-05-09,Default,1,8,3.688971189521988,368.8971189521988,2021,5,May,2021,Large,Poor,High
CUST1928,32,Male,Single,Bachelor,Unemployed,194404,Central,692,3,0,435670,LOAN1928,Car Loan,545554,36,11.99,280.63,2018-10-15,2018-10-23,Default,1,8,2.806289994033045,280.6289994033045,2018,10,October,2018,Large,Good,Moderate
CUST1929,60,Female,Single,PhD,Unemployed,183470,South,691,2,4,149185,LOAN1929,Education Loan,412918,84,12.56,225.06,2022-07-13,2022-07-18,Default,1,5,2.2506022783016295,225.06022783016294,2022,7,July,2022,Medium,Good,Moderate
CUST1930,43,Female,Divorced,Master,Business,112792,Central,782,3,1,6082,LOAN1930,Business Loan,980082,48,14.73,868.93,2018-01-18,2018-01-22,Default,1,4,8.68928647421803,868.9286474218029,2018,1,January,2018,Large,Very Good,Very High
CUST1931,47,Male,Married,Bachelor,Business,157510,Central,330,3,0,12661,LOAN1931,Education Loan,278637,12,6.89,176.9,2020-06-19,2020-07-02,Default,1,13,1.7690114913338835,176.90114913338834,2020,6,June,2020,Medium,Poor,Moderate
CUST1932,34,Female,Married,Master,Unemployed,172068,West,665,0,2,285304,LOAN1932,Education Loan,1498620,48,7.53,870.95,2018-02-04,2018-02-13,Default,1,9,8.709463700397517,870.9463700397517,2018,2,February,2018,Very Large,Fair,Very High
CUST1933,29,Male,Single,Bachelor,Salaried,160393,South,799,1,3,183453,LOAN1933,Business Loan,973067,12,16.79,606.68,2018-12-25,2018-12-28,Default,1,3,6.066767252934978,606.6767252934978,2018,12,December,2018,Large,Very Good,Very High
CUST1934,57,Female,Single,PhD,Business,197253,East,429,3,2,152929,LOAN1934,Car Loan,1218009,24,13.53,617.49,2019-12-09,2019-12-15,Default,1,6,6.17485665617253,617.485665617253,2019,12,December,2019,Very Large,Poor,Very High
CUST1935,64,Male,Married,High School,Salaried,103720,South,626,5,4,440020,LOAN1935,Car Loan,290584,36,5.62,280.16,2023-04-15,2023-04-24,Default,1,9,2.801619745468569,280.1619745468569,2023,4,April,2023,Medium,Fair,Moderate
CUST1936,39,Female,Divorced,Bachelor,Unemployed,154011,North,500,5,1,442951,LOAN1936,Home Loan,107024,48,8.66,69.49,2020-03-30,2020-04-01,Default,1,2,0.6949114024322938,69.49114024322938,2020,3,March,2020,Small,Poor,Low
CUST1937,60,Female,Married,High School,Salaried,18818,Central,640,4,0,254301,LOAN1937,Home Loan,1185158,60,8.23,6298.0,2021-09-18,2021-09-26,Default,1,8,62.98001913061962,6298.001913061962,2021,9,September,2021,Very Large,Fair,Extreme
CUST1938,31,Male,Divorced,High School,Self-Employed,100663,East,675,4,3,175306,LOAN1938,Car Loan,397492,12,11.14,394.87,2020-02-08,2020-02-19,Default,1,11,3.948739854762922,394.8739854762922,2020,2,February,2020,Medium,Good,High
CUST1939,33,Male,Married,High School,Self-Employed,181746,West,303,2,1,187918,LOAN1939,Personal Loan,1210250,48,6.13,665.9,2020-06-25,2020-07-01,Default,1,6,6.659018630396267,665.9018630396267,2020,6,June,2020,Very Large,Poor,Very High
CUST1940,63,Female,Single,PhD,Unemployed,36063,North,601,4,4,339467,LOAN1940,Car Loan,882590,24,10.48,2447.36,2018-07-23,2018-07-26,Default,1,3,24.47356015861132,2447.356015861132,2018,7,July,2018,Large,Fair,Extreme
CUST1941,38,Female,Divorced,High School,Self-Employed,79760,East,799,2,3,70189,LOAN1941,Education Loan,940401,36,14.95,1179.04,2023-02-13,2023-02-16,Default,1,3,11.790383650952858,1179.0383650952858,2023,2,February,2023,Large,Very Good,Extreme
CUST1942,49,Female,Divorced,Bachelor,Unemployed,180979,East,370,5,3,465525,LOAN1942,Personal Loan,728787,24,13.21,402.69,2022-11-19,2022-11-30,Default,1,11,4.026914724912835,402.69147249128355,2022,11,November,2022,Large,Poor,High
CUST1943,36,Female,Single,Master,Self-Employed,143229,Central,338,0,1,393667,LOAN1943,Car Loan,223238,12,6.92,155.86,2021-11-16,2021-12-01,Default,1,15,1.5586089409267676,155.86089409267677,2021,11,November,2021,Small,Poor,Moderate
CUST1944,52,Female,Married,PhD,Unemployed,105134,West,857,1,3,19898,LOAN1944,Home Loan,1390912,120,12.16,1322.99,2020-08-26,2020-08-31,Default,1,5,13.229897083721726,1322.9897083721726,2020,8,August,2020,Very Large,Excellent,Extreme
CUST1945,28,Female,Single,High School,Self-Employed,92837,East,595,5,4,488897,LOAN1945,Car Loan,1086360,24,17.61,1170.18,2018-05-14,2018-05-27,Default,1,13,11.701799928907656,1170.1799928907656,2018,5,May,2018,Very Large,Fair,Extreme
CUST1946,29,Female,Married,PhD,Self-Employed,27699,North,375,0,3,239753,LOAN1946,Home Loan,714978,60,9.12,2581.24,2021-04-15,2021-04-19,Default,1,4,25.812412000433227,2581.241200043323,2021,4,April,2021,Large,Poor,Extreme
CUST1947,40,Female,Married,Bachelor,Business,197570,West,545,1,0,19987,LOAN1947,Car Loan,646260,12,14.04,327.1,2020-10-03,2020-10-07,Default,1,4,3.271043174571038,327.10431745710383,2020,10,October,2020,Large,Poor,High
CUST1948,55,Female,Single,High School,Unemployed,85142,East,697,2,3,290538,LOAN1948,Home Loan,1006796,36,9.77,1182.49,2021-03-13,2021-03-20,Default,1,7,11.824904277559842,1182.4904277559842,2021,3,March,2021,Very Large,Good,Extreme
CUST1949,41,Female,Divorced,High School,Business,74948,North,881,5,3,261136,LOAN1949,Education Loan,1239531,60,6.44,1653.85,2019-03-18,2019-03-30,Default,1,12,16.53854672572984,1653.854672572984,2019,3,March,2019,Very Large,Excellent,Extreme
CUST1950,51,Female,Divorced,PhD,Salaried,30306,North,840,3,0,145190,LOAN1950,Home Loan,1150965,120,12.52,3797.81,2021-03-04,2021-03-09,Default,1,5,37.978123143931896,3797.81231439319,2021,3,March,2021,Very Large,Excellent,Extreme
CUST1951,62,Female,Single,High School,Self-Employed,49809,North,842,4,2,117109,LOAN1951,Personal Loan,536756,84,16.6,1077.63,2021-11-23,2021-11-30,Default,1,7,10.77628541026722,1077.6285410267221,2021,11,November,2021,Large,Excellent,Extreme
CUST1952,31,Female,Married,Bachelor,Business,26435,East,492,2,0,445435,LOAN1952,Home Loan,985047,84,7.7,3726.3,2022-03-22,2022-03-31,Default,1,9,37.26298467940231,3726.2984679402307,2022,3,March,2022,Large,Poor,Extreme
CUST1953,45,Female,Single,PhD,Business,144141,Central,762,5,0,70214,LOAN1953,Education Loan,1320106,84,13.75,915.84,2023-06-02,2023-06-12,Default,1,10,9.158435143366564,915.8435143366564,2023,6,June,2023,Very Large,Very Good,Very High
CUST1954,42,Male,Single,High School,Salaried,171846,Central,745,3,0,170777,LOAN1954,Home Loan,1492414,36,15.02,868.46,2021-11-07,2021-11-17,Default,1,10,8.684601329096981,868.4601329096981,2021,11,November,2021,Very Large,Very Good,Very High
CUST1955,38,Female,Divorced,High School,Salaried,16130,East,818,1,4,251153,LOAN1955,Car Loan,887736,48,10.87,5503.63,2020-08-26,2020-08-28,Default,1,2,55.03632982021079,5503.6329820210785,2020,8,August,2020,Large,Excellent,Extreme
CUST1956,34,Male,Divorced,High School,Self-Employed,183425,Central,439,1,1,32107,LOAN1956,Car Loan,444418,12,12.07,242.29,2019-07-24,2019-08-06,Default,1,13,2.422886738448957,242.28867384489573,2019,7,July,2019,Medium,Poor,Moderate
CUST1957,46,Female,Divorced,PhD,Business,79096,Central,674,1,0,162929,LOAN1957,Business Loan,303967,60,15.02,384.3,2020-04-25,2020-05-04,Default,1,9,3.843013553150602,384.30135531506016,2020,4,April,2020,Medium,Good,High
CUST1958,51,Male,Single,Master,Self-Employed,68681,South,864,5,2,221346,LOAN1958,Personal Loan,505902,12,9.34,736.6,2019-05-25,2019-06-02,Default,1,8,7.365967298088263,736.5967298088262,2019,5,May,2019,Large,Excellent,Very High
CUST1959,35,Male,Married,High School,Business,183699,North,791,5,2,455481,LOAN1959,Car Loan,1291792,48,6.44,703.21,2018-09-05,2018-09-19,Default,1,14,7.032112314166109,703.2112314166109,2018,9,September,2018,Very Large,Very Good,Very High
CUST1960,39,Female,Married,PhD,Self-Employed,171696,South,362,0,1,173773,LOAN1960,Business Loan,1458847,60,11.72,849.67,2021-07-13,2021-07-18,Default,1,5,8.49668600316839,849.668600316839,2021,7,July,2021,Very Large,Poor,Very High
CUST1961,23,Female,Divorced,Bachelor,Self-Employed,34597,South,525,5,4,435265,LOAN1961,Business Loan,1266630,24,5.07,3661.1,2023-02-20,2023-02-25,Default,1,5,36.61097783044772,3661.0977830447723,2023,2,February,2023,Very Large,Poor,Extreme
CUST1962,56,Male,Single,High School,Salaried,77428,Central,590,3,3,3294,LOAN1962,Car Loan,1057088,48,16.97,1365.25,2020-08-14,2020-08-28,Default,1,14,13.652528800950561,1365.252880095056,2020,8,August,2020,Very Large,Fair,Extreme
CUST1963,38,Male,Married,High School,Unemployed,30692,West,797,4,0,224366,LOAN1963,Car Loan,526342,120,11.84,1714.92,2020-02-14,2020-02-26,Default,1,12,17.149159390069073,1714.9159390069074,2020,2,February,2020,Large,Very Good,Extreme
CUST1964,50,Male,Married,Master,Salaried,27141,North,339,4,1,314662,LOAN1964,Business Loan,800527,48,6.15,2949.51,2022-03-08,2022-03-21,Default,1,13,29.495118087027006,2949.5118087027004,2022,3,March,2022,Large,Poor,Extreme
CUST1965,37,Female,Married,Bachelor,Salaried,69935,West,504,2,3,253152,LOAN1965,Car Loan,652688,120,17.04,933.28,2019-03-28,2019-04-09,Default,1,12,9.332780438979052,933.2780438979051,2019,3,March,2019,Large,Poor,Very High
CUST1966,51,Female,Divorced,Master,Unemployed,171546,East,797,2,2,410187,LOAN1966,Business Loan,900185,12,15.12,524.75,2021-08-16,2021-08-19,Default,1,3,5.24748463968848,524.748463968848,2021,8,August,2021,Large,Very Good,Very High
CUST1967,59,Female,Married,PhD,Business,96740,South,477,3,1,51503,LOAN1967,Personal Loan,1398195,60,9.31,1445.31,2018-09-01,2018-09-03,Default,1,2,14.453121769691958,1445.3121769691957,2018,9,September,2018,Very Large,Poor,Extreme
CUST1968,64,Male,Married,High School,Self-Employed,61478,East,392,5,4,362595,LOAN1968,Business Loan,996973,60,11.58,1621.67,2022-11-12,2022-11-26,Default,1,14,16.216744201177658,1621.6744201177657,2022,11,November,2022,Large,Poor,Extreme
CUST1969,59,Male,Married,Bachelor,Business,47287,West,350,3,3,432250,LOAN1969,Education Loan,812449,48,13.05,1718.12,2021-11-26,2021-11-28,Default,1,2,17.181233742889166,1718.1233742889167,2021,11,November,2021,Large,Poor,Extreme
CUST1970,39,Female,Divorced,PhD,Unemployed,165997,South,644,5,0,341215,LOAN1970,Car Loan,869833,120,15.32,524.01,2022-03-15,2022-03-28,Default,1,13,5.240052531069838,524.0052531069838,2022,3,March,2022,Large,Fair,Very High
CUST1971,31,Male,Divorced,High School,Salaried,143195,East,781,0,1,142966,LOAN1971,Education Loan,507904,60,10.2,354.69,2018-09-28,2018-10-07,Default,1,9,3.546939488110618,354.69394881106183,2018,9,September,2018,Large,Very Good,High
CUST1972,49,Female,Married,High School,Business,146581,North,873,2,2,40500,LOAN1972,Car Loan,1473681,120,8.94,1005.37,2023-04-22,2023-05-03,Default,1,11,10.053697273180017,1005.3697273180017,2023,4,April,2023,Very Large,Excellent,Extreme
CUST1973,58,Female,Married,Bachelor,Unemployed,49099,West,348,2,3,281496,LOAN1973,Car Loan,138698,48,5.02,282.49,2023-01-30,2023-02-05,Default,1,6,2.8248640501843214,282.48640501843215,2023,1,January,2023,Small,Poor,Moderate
CUST1974,62,Female,Divorced,PhD,Self-Employed,68293,Central,890,0,3,355859,LOAN1974,Personal Loan,1416854,24,7.0,2074.67,2023-03-28,2023-04-04,Default,1,7,20.746694390347475,2074.6694390347475,2023,3,March,2023,Very Large,Excellent,Extreme
CUST1975,35,Male,Married,Master,Unemployed,61451,East,544,3,4,246137,LOAN1975,Education Loan,147218,60,8.35,239.57,2019-02-19,2019-03-06,Default,1,15,2.395697384908301,239.5697384908301,2019,2,February,2019,Small,Poor,Moderate
CUST1976,31,Female,Divorced,PhD,Salaried,48293,North,540,4,4,269843,LOAN1976,Education Loan,544985,24,17.6,1128.5,2021-04-10,2021-04-16,Default,1,6,11.284968836063198,1128.49688360632,2021,4,April,2021,Large,Poor,Extreme
CUST1977,26,Male,Married,PhD,Unemployed,46123,Central,640,5,3,458038,LOAN1977,Home Loan,1353523,48,16.35,2934.59,2019-04-05,2019-04-11,Default,1,6,29.345944539600634,2934.594453960063,2019,4,April,2019,Very Large,Fair,Extreme
CUST1978,54,Female,Divorced,High School,Business,39900,Central,710,0,3,189743,LOAN1978,Business Loan,1453451,12,12.02,3642.73,2020-09-29,2020-10-09,Default,1,10,36.42734335839599,3642.7343358395988,2020,9,September,2020,Very Large,Good,Extreme
CUST1979,32,Female,Single,High School,Business,157303,Central,814,1,0,358773,LOAN1979,Education Loan,1325511,36,14.65,842.65,2020-10-01,2020-10-13,Default,1,12,8.42648264813767,842.648264813767,2020,10,October,2020,Very Large,Excellent,Very High
CUST1980,57,Female,Single,High School,Self-Employed,168567,North,713,1,3,311126,LOAN1980,Business Loan,260125,24,17.92,154.32,2023-04-27,2023-05-10,Default,1,13,1.5431549472909882,154.31549472909882,2023,4,April,2023,Medium,Good,Moderate
CUST1981,34,Male,Single,Master,Unemployed,130523,West,856,3,0,499802,LOAN1981,Business Loan,1072245,60,5.46,821.5,2022-07-27,2022-07-28,Default,1,1,8.214988929154249,821.4988929154249,2022,7,July,2022,Very Large,Excellent,Very High
CUST1982,44,Male,Divorced,PhD,Salaried,32846,South,869,1,2,358168,LOAN1982,Business Loan,1071975,60,5.36,3263.64,2020-04-23,2020-05-05,Default,1,12,32.63639408147111,3263.6394081471108,2020,4,April,2020,Very Large,Excellent,Extreme
CUST1983,50,Male,Divorced,Master,Salaried,17704,North,592,0,1,388578,LOAN1983,Personal Loan,1301357,48,14.26,7350.64,2021-11-24,2021-12-08,Default,1,14,73.50638273836421,7350.638273836421,2021,11,November,2021,Very Large,Fair,Extreme
CUST1984,32,Female,Divorced,High School,Unemployed,51721,West,740,3,2,2352,LOAN1984,Personal Loan,1486999,60,8.56,2875.04,2023-03-10,2023-03-12,Default,1,2,28.75039152375244,2875.039152375244,2023,3,March,2023,Very Large,Very Good,Extreme
CUST1985,59,Female,Divorced,Bachelor,Business,25991,Central,378,2,0,301623,LOAN1985,Personal Loan,751692,120,12.67,2892.12,2023-04-15,2023-04-16,Default,1,1,28.921241968373668,2892.124196837367,2023,4,April,2023,Large,Poor,Extreme
CUST1986,40,Female,Divorced,PhD,Salaried,65340,West,765,3,1,343835,LOAN1986,Home Loan,1005452,24,6.3,1538.8,2020-02-10,2020-02-22,Default,1,12,15.38800122436486,1538.800122436486,2020,2,February,2020,Very Large,Very Good,Extreme
CUST1987,56,Female,Divorced,PhD,Unemployed,27162,North,335,2,0,76166,LOAN1987,Education Loan,897883,84,13.67,3305.66,2019-04-29,2019-05-11,Default,1,12,33.05658640748104,3305.658640748104,2019,4,April,2019,Large,Poor,Extreme
CUST1988,51,Male,Single,Master,Business,162157,East,388,0,4,382926,LOAN1988,Home Loan,416068,84,5.76,256.58,2021-08-11,2021-08-18,Default,1,7,2.5658343457266723,256.5834345726672,2021,8,August,2021,Medium,Poor,Moderate
CUST1989,35,Male,Divorced,Master,Self-Employed,99687,South,405,3,2,116889,LOAN1989,Home Loan,983858,60,9.4,986.95,2022-10-23,2022-10-29,Default,1,6,9.869471445624805,986.9471445624805,2022,10,October,2022,Large,Poor,Very High
CUST1990,28,Male,Single,High School,Self-Employed,24744,East,414,5,3,291580,LOAN1990,Home Loan,96081,36,7.93,388.3,2018-07-09,2018-07-23,Default,1,14,3.8830019398642097,388.300193986421,2018,7,July,2018,Small,Poor,High
CUST1991,36,Male,Married,Bachelor,Self-Employed,198609,West,566,0,3,69247,LOAN1991,Home Loan,592589,48,12.88,298.37,2018-10-19,2018-10-25,Default,1,6,2.9836966099220077,298.36966099220075,2018,10,October,2018,Large,Poor,Moderate
CUST1992,54,Male,Divorced,High School,Salaried,161296,South,731,0,4,287358,LOAN1992,Personal Loan,592259,60,7.42,367.19,2018-07-07,2018-07-20,Default,1,13,3.6718765499454418,367.1876549945442,2018,7,July,2018,Large,Good,High
CUST1993,21,Female,Single,High School,Business,155644,Central,504,0,0,293455,LOAN1993,Car Loan,141397,120,6.93,90.85,2018-12-22,2018-12-26,Default,1,4,0.9084641875048187,90.84641875048187,2018,12,December,2018,Small,Poor,Low
CUST1994,48,Male,Married,Bachelor,Self-Employed,174691,North,454,0,0,22143,LOAN1994,Car Loan,533562,48,14.1,305.43,2022-11-08,2022-11-11,Default,1,3,3.054318768568501,305.4318768568501,2022,11,November,2022,Large,Poor,High
CUST1995,58,Male,Married,Master,Business,181830,South,883,3,1,361141,LOAN1995,Education Loan,169280,60,16.32,93.1,2022-10-17,2022-10-25,Default,1,8,0.9309794863333883,93.09794863333883,2022,10,October,2022,Small,Excellent,Low
CUST1996,60,Female,Single,Master,Unemployed,176770,North,899,2,1,322637,LOAN1996,Personal Loan,688514,60,15.11,389.5,2019-10-08,2019-10-23,Default,1,15,3.8949708660971885,389.49708660971885,2019,10,October,2019,Large,Excellent,High
CUST1997,39,Female,Single,Bachelor,Business,170289,Central,515,2,1,200603,LOAN1997,Personal Loan,206097,84,10.54,121.03,2023-02-25,2023-03-12,Default,1,15,1.210277821820552,121.0277821820552,2023,2,February,2023,Small,Poor,Moderate
CUST1998,36,Female,Single,Bachelor,Business,37531,West,362,4,3,346540,LOAN1998,Education Loan,190032,60,14.36,506.33,2023-03-28,2023-04-04,Default,1,7,5.063334310303483,506.33343103034827,2023,3,March,2023,Small,Poor,Very High
CUST1999,30,Male,Single,High School,Self-Employed,41395,North,823,0,2,29992,LOAN1999,Car Loan,469203,24,8.65,1133.48,2019-05-24,2019-06-06,Default,1,13,11.334774731247736,1133.4774731247735,2019,5,May,2019,Medium,Excellent,Extreme
CUST2000,22,Female,Single,PhD,Salaried,127380,North,359,1,3,312460,LOAN2000,Car Loan,900416,60,17.41,706.87,2018-05-02,2018-05-13,Default,1,11,7.068739205526771,706.8739205526771,2018,5,May,2018,Large,Poor,Very High
CUST2001,45,Male,Married,High School,Salaried,134988,West,755,3,0,356788,LOAN2001,Education Loan,228622,12,11.14,169.36,2019-01-31,2019-02-14,Default,1,14,1.6936468426823126,169.36468426823126,2019,1,January,2019,Small,Very Good,Moderate
CUST2002,54,Male,Married,High School,Self-Employed,155548,West,738,3,2,143894,LOAN2002,Personal Loan,1171335,60,11.19,753.04,2023-06-24,2023-07-09,Default,1,15,7.530376475428807,753.0376475428807,2023,6,June,2023,Very Large,Good,Very High
CUST2003,22,Female,Single,High School,Unemployed,104333,West,812,5,1,349098,LOAN2003,Home Loan,446576,120,11.43,428.03,2018-12-13,2018-12-25,Default,1,12,4.280294825223084,428.0294825223084,2018,12,December,2018,Medium,Excellent,High
CUST2004,50,Female,Single,High School,Salaried,42176,Central,414,5,0,183113,LOAN2004,Education Loan,1102447,60,11.61,2613.92,2021-07-29,2021-08-08,Default,1,10,26.139202389984824,2613.9202389984825,2021,7,July,2021,Very Large,Poor,Extreme
CUST2005,43,Male,Married,Master,Salaried,126517,East,376,4,4,267325,LOAN2005,Business Loan,164504,48,12.76,130.03,2018-02-18,2018-03-02,Default,1,12,1.3002521400286127,130.02521400286128,2018,2,February,2018,Small,Poor,Moderate
CUST2006,27,Male,Single,Bachelor,Business,56877,South,496,0,1,174315,LOAN2006,Education Loan,589871,36,10.39,1037.1,2020-12-14,2020-12-22,Default,1,8,10.37099354747965,1037.099354747965,2020,12,December,2020,Large,Poor,Extreme
CUST2007,55,Female,Married,High School,Salaried,134644,Central,401,2,2,77276,LOAN2007,Education Loan,456596,48,14.16,339.11,2018-08-01,2018-08-13,Default,1,12,3.3911351415584803,339.113514155848,2018,8,August,2018,Medium,Poor,High
CUST2008,62,Female,Divorced,High School,Unemployed,156132,East,706,4,1,490569,LOAN2008,Personal Loan,1366596,36,6.98,875.28,2023-02-14,2023-02-19,Default,1,5,8.752824533087388,875.2824533087388,2023,2,February,2023,Very Large,Good,Very High
CUST2009,49,Male,Married,Master,Unemployed,44889,West,609,1,4,164045,LOAN2009,Business Loan,1359920,36,7.04,3029.52,2020-05-18,2020-05-29,Default,1,11,30.295172536701642,3029.5172536701643,2020,5,May,2020,Very Large,Fair,Extreme
CUST2010,54,Female,Married,PhD,Business,120689,North,583,2,4,462242,LOAN2010,Car Loan,1187091,48,9.82,983.6,2020-01-25,2020-02-08,Default,1,14,9.83595025230137,983.5950252301369,2020,1,January,2020,Very Large,Fair,Very High
CUST2011,52,Male,Divorced,Bachelor,Unemployed,112133,Central,418,0,0,427189,LOAN2011,Personal Loan,209990,48,7.68,187.27,2022-07-16,2022-07-23,Default,1,7,1.8726868985936342,187.26868985936343,2022,7,July,2022,Small,Poor,Moderate
CUST2012,42,Male,Divorced,PhD,Self-Employed,153057,East,703,5,4,464717,LOAN2012,Home Loan,63106,12,11.13,41.23,2019-08-27,2019-09-09,Approved,0,13,0.41230391292132995,41.23039129213299,2019,8,August,2019,Small,Good,Low
CUST2013,54,Male,Married,Master,Self-Employed,95210,South,484,2,4,285264,LOAN2013,Education Loan,377441,36,11.35,396.43,2020-09-03,2020-09-06,Default,1,3,3.9642999684907045,396.42999684907045,2020,9,September,2020,Medium,Poor,High
CUST2014,33,Female,Divorced,Bachelor,Unemployed,47471,East,424,0,3,60483,LOAN2014,Personal Loan,444838,60,17.09,937.07,2019-11-12,2019-11-19,Default,1,7,9.370731604558573,937.0731604558573,2019,11,November,2019,Medium,Poor,Very High
CUST2015,23,Female,Married,PhD,Business,168132,South,685,5,0,456143,LOAN2015,Education Loan,816028,36,17.04,485.35,2020-06-04,2020-06-12,Default,1,8,4.8534960626174675,485.34960626174677,2020,6,June,2020,Large,Good,High
CUST2016,49,Male,Single,Bachelor,Business,68525,South,504,4,4,305635,LOAN2016,Personal Loan,563864,24,7.43,822.86,2019-11-11,2019-11-22,Default,1,11,8.228588106530463,822.8588106530462,2019,11,November,2019,Large,Poor,Very High
CUST2017,65,Male,Divorced,Master,Self-Employed,161088,South,300,4,4,346987,LOAN2017,Business Loan,72590,12,11.06,45.06,2021-08-31,2021-09-13,Default,1,13,0.45062326181962653,45.06232618196265,2021,8,August,2021,Small,Poor,Low
CUST2018,51,Male,Married,High School,Salaried,107367,West,694,0,3,250699,LOAN2018,Personal Loan,74057,120,9.35,68.98,2018-07-25,2018-08-05,Default,1,11,0.68975569774698,68.975569774698,2018,7,July,2018,Small,Good,Low
CUST2019,38,Male,Single,High School,Unemployed,164163,South,633,3,1,196503,LOAN2019,Car Loan,969590,60,16.63,590.63,2020-02-26,2020-03-12,Default,1,15,5.90626389624946,590.626389624946,2020,2,February,2020,Large,Fair,Very High
CUST2020,33,Male,Divorced,High School,Salaried,178000,Central,887,0,3,464358,LOAN2020,Education Loan,283440,36,5.68,159.24,2020-05-13,2020-05-28,Default,1,15,1.5923595505617978,159.2359550561798,2020,5,May,2020,Medium,Excellent,Moderate
CUST2021,35,Female,Divorced,Master,Self-Employed,189450,West,892,4,0,278742,LOAN2021,Education Loan,231663,120,17.48,122.28,2018-12-29,2019-01-13,Default,1,15,1.222818685669042,122.2818685669042,2018,12,December,2019,Small,Excellent,Moderate
CUST2022,58,Female,Divorced,PhD,Salaried,69989,South,565,1,0,464869,LOAN2022,Home Loan,1100879,36,8.37,1572.93,2018-01-06,2018-01-07,Default,1,1,15.729314606581035,1572.9314606581036,2018,1,January,2018,Very Large,Poor,Extreme
